Device ID,Timestamp,Location,Good Count,Total Count,Planned Time,Operating Time,Ideal Cycle Time
PKG001,22-04-2024,Plant B,52203,53529,468,455,0.51
PKG002,22-04-2024,Plant B,38564,40528,408,358,0.53
PKG003,22-04-2024,Plant B,30132,32000,450,400,0.75
PKG004,22-04-2024,Plant B,33018,36600,436,427,0.7
PKG001,23-04-2024,Plant A,38829,39272,384,360,0.55
PKG002,23-04-2024,Plant B,34560,37760,477,472,0.75
PKG003,23-04-2024,Plant B,30092,35157,361,334,0.57
PKG004,23-04-2024,Plant B,34389,35166,470,422,0.72
PKG001,24-04-2024,Plant B,28026,31232,390,380,0.73
PKG002,24-04-2024,Plant A,54889,57733,436,433,0.45
PKG003,24-04-2024,Plant B,29496,33639,377,342,0.61
PKG004,24-04-2024,Plant B,49630,51571,405,361,0.42
PKG001,25-04-2024,Plant A,32458,36000,391,342,0.57
PKG002,25-04-2024,Plant A,35631,40941,367,348,0.51
PKG003,25-04-2024,Plant A,36406,38142,403,356,0.56
PKG004,25-04-2024,Plant A,37642,41653,384,361,0.52
PKG001,26-04-2024,Plant A,37220,42000,395,378,0.54
PKG002,26-04-2024,Plant B,31506,33692,460,438,0.78
PKG003,26-04-2024,Plant A,28468,31440,453,393,0.75
PKG004,26-04-2024,Plant A,40682,43071,451,402,0.56
PKG001,27-04-2024,Plant B,38463,42893,376,336,0.47
PKG002,27-04-2024,Plant B,31815,36315,397,345,0.57
PKG003,27-04-2024,Plant A,34272,36631,364,348,0.57
PKG004,27-04-2024,Plant B,28996,31619,362,332,0.63
PKG001,28-04-2024,Plant B,42887,45875,379,367,0.48
PKG002,28-04-2024,Plant B,49422,50086,436,384,0.46
PKG003,28-04-2024,Plant A,27158,29391,383,338,0.69
PKG004,28-04-2024,Plant A,40969,43900,478,439,0.6
PKG001,29-04-2024,Plant A,35337,38521,444,443,0.69
PKG002,29-04-2024,Plant A,37479,42382,374,332,0.47
PKG003,29-04-2024,Plant A,30314,33648,474,415,0.74
PKG004,29-04-2024,Plant A,33770,35531,386,379,0.64
PKG001,30-04-2024,Plant B,35684,37448,400,362,0.58
PKG002,30-04-2024,Plant B,35952,36830,459,399,0.65
PKG003,30-04-2024,Plant B,31082,34416,444,413,0.72
PKG004,30-04-2024,Plant B,26027,29756,418,367,0.74
PKG001,01-05-2024,Plant A,56648,65162,468,467,0.43
PKG002,01-05-2024,Plant A,29137,34056,461,403,0.71
PKG003,01-05-2024,Plant A,46365,52826,450,405,0.46
PKG004,01-05-2024,Plant A,34589,36931,416,357,0.58
PKG001,02-05-2024,Plant B,36091,38338,418,377,0.59
PKG002,02-05-2024,Plant B,37482,41454,397,380,0.55
PKG003,02-05-2024,Plant B,32426,36750,454,441,0.72
PKG004,02-05-2024,Plant B,47740,53714,398,376,0.42
PKG001,03-05-2024,Plant A,27595,32032,362,331,0.62
PKG002,03-05-2024,Plant B,30677,34645,386,358,0.62
PKG003,03-05-2024,Plant A,24250,27380,360,324,0.71
PKG004,03-05-2024,Plant B,43655,44785,468,418,0.56
PKG001,04-05-2024,Plant A,30527,34916,455,419,0.72
PKG002,04-05-2024,Plant A,27764,30972,437,382,0.74
PKG003,04-05-2024,Plant B,30902,35593,402,350,0.59
PKG004,04-05-2024,Plant B,42143,46266,374,347,0.45
PKG001,05-05-2024,Plant A,46245,48620,479,470,0.58
PKG002,05-05-2024,Plant A,39802,42382,382,332,0.47
PKG003,05-05-2024,Plant B,24864,25840,373,323,0.75
PKG004,05-05-2024,Plant B,31829,32608,405,375,0.69
PKG001,06-05-2024,Plant B,43501,45125,388,361,0.48
PKG002,06-05-2024,Plant A,28847,31054,411,383,0.74
PKG003,06-05-2024,Plant B,46664,52465,391,376,0.43
PKG004,06-05-2024,Plant A,43781,46325,361,332,0.43
PKG001,07-05-2024,Plant A,38578,39942,480,466,0.7
PKG002,07-05-2024,Plant A,38669,40315,394,383,0.57
PKG003,07-05-2024,Plant B,58301,58909,477,432,0.44
PKG004,07-05-2024,Plant A,30923,34971,419,408,0.7
PKG001,08-05-2024,Plant A,24883,27789,406,352,0.76
PKG002,08-05-2024,Plant B,50089,52133,439,391,0.45
PKG003,08-05-2024,Plant A,38439,41157,419,391,0.57
PKG004,08-05-2024,Plant B,34121,34916,461,419,0.72
PKG001,09-05-2024,Plant A,41653,42315,444,402,0.57
PKG002,09-05-2024,Plant A,31360,35178,450,428,0.73
PKG003,09-05-2024,Plant B,28270,32597,385,364,0.67
PKG004,09-05-2024,Plant B,41284,46625,402,373,0.48
PKG001,10-05-2024,Plant A,41307,47454,444,435,0.55
PKG002,10-05-2024,Plant B,30179,35090,386,386,0.66
PKG003,10-05-2024,Plant A,53274,55000,465,440,0.48
PKG004,10-05-2024,Plant B,29319,32136,436,391,0.73
PKG001,11-05-2024,Plant B,43289,45107,448,421,0.56
PKG002,11-05-2024,Plant B,43239,44222,400,398,0.54
PKG003,11-05-2024,Plant B,29900,33493,460,441,0.79
PKG004,11-05-2024,Plant A,33492,34928,374,326,0.56
PKG001,12-05-2024,Plant B,36488,40327,451,410,0.61
PKG002,12-05-2024,Plant B,36077,38695,449,445,0.69
PKG003,12-05-2024,Plant A,36389,39507,460,428,0.65
PKG004,12-05-2024,Plant A,48892,53600,402,402,0.45
PKG001,13-05-2024,Plant A,39700,43294,417,368,0.51
PKG002,13-05-2024,Plant B,26062,28909,370,318,0.66
PKG003,13-05-2024,Plant A,37052,42413,423,410,0.58
PKG004,13-05-2024,Plant A,31652,35052,370,333,0.57
PKG001,14-05-2024,Plant A,47114,50250,409,402,0.48
PKG002,14-05-2024,Plant A,38096,40444,395,364,0.54
PKG003,14-05-2024,Plant A,38406,43245,392,382,0.53
PKG004,14-05-2024,Plant A,32728,33600,462,420,0.75
PKG001,15-05-2024,Plant A,36132,39764,372,338,0.51
PKG002,15-05-2024,Plant A,31414,32281,403,382,0.71
PKG003,15-05-2024,Plant A,41687,43800,407,365,0.5
PKG004,15-05-2024,Plant A,26801,28320,362,354,0.75
PKG001,16-05-2024,Plant B,34383,35342,445,430,0.73
PKG002,16-05-2024,Plant A,37387,43625,381,349,0.48
PKG003,16-05-2024,Plant B,22625,25950,368,346,0.8
PKG004,16-05-2024,Plant A,41560,45849,447,405,0.53
PKG001,17-05-2024,Plant A,24873,25815,378,327,0.76
PKG002,17-05-2024,Plant A,20345,23475,372,313,0.8
PKG003,17-05-2024,Plant B,34403,39507,463,428,0.65
PKG004,17-05-2024,Plant A,47521,55090,425,404,0.44
PKG001,18-05-2024,Plant B,42101,46105,456,438,0.57
PKG002,18-05-2024,Plant B,33813,36677,423,379,0.62
PKG003,18-05-2024,Plant B,39906,40451,435,418,0.62
PKG004,18-05-2024,Plant A,25497,28931,369,352,0.73
PKG001,19-05-2024,Plant B,37765,41288,453,406,0.59
PKG002,19-05-2024,Plant A,26970,28831,420,370,0.77
PKG003,19-05-2024,Plant A,31581,31971,414,373,0.7
PKG004,19-05-2024,Plant A,26220,27873,391,367,0.79
PKG001,20-05-2024,Plant B,40471,41904,452,440,0.63
PKG002,20-05-2024,Plant A,57083,58212,457,456,0.47
PKG003,20-05-2024,Plant A,39016,41529,379,353,0.51
PKG004,20-05-2024,Plant A,27948,31894,428,404,0.76
PKG001,21-05-2024,Plant B,30115,32153,453,418,0.78
PKG002,21-05-2024,Plant B,31065,32953,416,357,0.65
PKG003,21-05-2024,Plant A,30676,32315,360,307,0.57
PKG004,21-05-2024,Plant A,38680,39222,371,353,0.54
PKG001,22-05-2024,Plant A,23630,25342,371,321,0.76
PKG002,22-05-2024,Plant B,44111,51428,425,420,0.49
PKG003,22-05-2024,Plant A,32096,32675,425,403,0.74
PKG004,22-05-2024,Plant A,42690,48893,413,383,0.47
PKG001,23-05-2024,Plant B,29156,33000,436,407,0.74
PKG002,23-05-2024,Plant A,32686,37859,448,448,0.71
PKG003,23-05-2024,Plant A,37860,40897,383,334,0.49
PKG004,23-05-2024,Plant A,39742,44372,373,318,0.43
PKG001,24-05-2024,Plant B,36397,39352,454,446,0.68
PKG002,24-05-2024,Plant B,45696,52040,453,425,0.49
PKG003,24-05-2024,Plant A,32760,38249,404,357,0.56
PKG004,24-05-2024,Plant B,27277,28849,371,351,0.73
PKG001,25-05-2024,Plant A,29545,34181,404,376,0.66
PKG002,25-05-2024,Plant B,31109,32301,401,393,0.73
PKG003,25-05-2024,Plant A,40056,45111,442,406,0.54
PKG004,25-05-2024,Plant B,37024,39052,390,371,0.57
PKG001,26-05-2024,Plant B,46803,50042,416,392,0.47
PKG002,26-05-2024,Plant B,37859,40714,421,380,0.56
PKG003,26-05-2024,Plant A,38129,40761,458,428,0.63
PKG004,26-05-2024,Plant A,28964,30531,445,402,0.79
PKG001,27-05-2024,Plant B,36671,38200,426,382,0.6
PKG002,27-05-2024,Plant A,41524,42786,462,435,0.61
PKG003,27-05-2024,Plant B,45480,50040,442,417,0.5
PKG004,27-05-2024,Plant B,31740,34952,403,367,0.63
PKG001,28-05-2024,Plant B,35818,39103,405,378,0.58
PKG002,28-05-2024,Plant B,50073,50933,426,382,0.45
PKG003,28-05-2024,Plant B,54375,56800,469,426,0.45
PKG004,28-05-2024,Plant A,38878,43500,368,319,0.44
PKG001,29-05-2024,Plant B,25327,29447,422,373,0.76
PKG002,29-05-2024,Plant A,44627,47320,473,418,0.53
PKG003,29-05-2024,Plant A,34847,37300,376,373,0.6
PKG004,29-05-2024,Plant A,38537,42339,388,374,0.53
PKG001,30-05-2024,Plant B,26905,29424,391,358,0.73
PKG002,30-05-2024,Plant B,24651,26658,403,351,0.79
PKG003,30-05-2024,Plant B,25658,26432,384,326,0.74
PKG004,30-05-2024,Plant A,26315,30400,386,380,0.75
PKG001,31-05-2024,Plant B,37488,38419,417,397,0.62
PKG002,31-05-2024,Plant A,24305,28263,375,358,0.76
PKG003,31-05-2024,Plant A,34490,38357,409,358,0.56
PKG004,31-05-2024,Plant B,43021,48382,439,379,0.47
PKG001,01-06-2024,Plant A,26729,27974,373,359,0.77
PKG002,01-06-2024,Plant B,29132,31628,374,369,0.7
PKG003,01-06-2024,Plant B,28478,30929,412,366,0.71
PKG004,01-06-2024,Plant A,40068,42272,468,465,0.66
PKG001,02-06-2024,Plant A,52795,54000,438,378,0.42
PKG002,02-06-2024,Plant A,24908,27900,404,372,0.8
PKG003,02-06-2024,Plant B,48500,53125,432,425,0.48
PKG004,02-06-2024,Plant A,29145,29835,363,363,0.73
PKG001,03-06-2024,Plant A,31050,35903,396,371,0.62
PKG002,03-06-2024,Plant B,28437,30705,363,348,0.68
PKG003,03-06-2024,Plant B,29466,30422,371,360,0.71
PKG004,03-06-2024,Plant A,31973,36688,425,373,0.61
PKG001,04-06-2024,Plant B,56542,57142,428,400,0.42
PKG002,04-06-2024,Plant A,47776,55090,436,404,0.44
PKG003,04-06-2024,Plant B,34337,35186,372,346,0.59
PKG004,04-06-2024,Plant A,54175,55333,418,415,0.45
PKG001,05-06-2024,Plant B,44055,47571,454,444,0.56
PKG002,05-06-2024,Plant A,34886,35789,393,340,0.57
PKG003,05-06-2024,Plant B,39653,41311,462,420,0.61
PKG004,05-06-2024,Plant A,42824,45622,434,403,0.53
PKG001,06-06-2024,Plant B,27330,27868,390,353,0.76
PKG002,06-06-2024,Plant A,40564,42098,435,428,0.61
PKG003,06-06-2024,Plant A,36798,40875,460,436,0.64
PKG004,06-06-2024,Plant A,32524,37406,422,399,0.64
PKG001,07-06-2024,Plant A,26620,30960,435,387,0.75
PKG002,07-06-2024,Plant B,46340,48749,460,455,0.56
PKG003,07-06-2024,Plant B,32185,35901,409,365,0.61
PKG004,07-06-2024,Plant A,35039,35812,391,382,0.64
PKG001,08-06-2024,Plant A,22864,24375,367,325,0.8
PKG002,08-06-2024,Plant A,33010,37448,383,362,0.58
PKG003,08-06-2024,Plant B,34120,35756,445,441,0.74
PKG004,08-06-2024,Plant B,43841,49224,462,402,0.49
PKG001,09-06-2024,Plant A,38657,41500,379,332,0.48
PKG002,09-06-2024,Plant A,32976,34551,361,334,0.58
PKG003,09-06-2024,Plant A,49291,51733,392,388,0.45
PKG004,09-06-2024,Plant A,37699,40838,476,422,0.62
PKG001,10-06-2024,Plant A,31603,32636,397,359,0.66
PKG002,10-06-2024,Plant B,36449,39827,416,385,0.58
PKG003,10-06-2024,Plant B,40220,45571,373,319,0.42
PKG004,10-06-2024,Plant B,45010,47647,445,405,0.51
PKG001,11-06-2024,Plant B,31877,36000,378,318,0.53
PKG002,11-06-2024,Plant B,33981,35294,441,400,0.68
PKG003,11-06-2024,Plant A,35889,36923,372,320,0.52
PKG004,11-06-2024,Plant A,47573,51574,411,404,0.47
PKG001,12-06-2024,Plant A,39382,42127,385,330,0.47
PKG002,12-06-2024,Plant B,36445,40965,403,396,0.58
PKG003,12-06-2024,Plant A,32957,33656,398,359,0.64
PKG004,12-06-2024,Plant A,62109,63428,473,444,0.42
PKG001,13-06-2024,Plant B,55294,59100,443,394,0.4
PKG002,13-06-2024,Plant B,22436,24151,376,318,0.79
PKG003,13-06-2024,Plant B,30948,33181,384,365,0.66
PKG004,13-06-2024,Plant A,40256,41368,396,393,0.57
PKG001,14-06-2024,Plant B,43903,45152,445,444,0.59
PKG002,14-06-2024,Plant B,40441,43672,456,444,0.61
PKG003,14-06-2024,Plant A,28561,32225,371,333,0.62
PKG004,14-06-2024,Plant B,28454,31200,399,364,0.7
PKG001,15-06-2024,Plant B,28153,33046,398,358,0.65
PKG002,15-06-2024,Plant B,44425,48142,387,337,0.42
PKG003,15-06-2024,Plant B,30690,31166,397,374,0.72
PKG004,15-06-2024,Plant A,39917,44352,392,377,0.51
PKG001,16-06-2024,Plant B,34198,34750,475,417,0.72
PKG002,16-06-2024,Plant A,33551,33900,469,452,0.8
PKG003,16-06-2024,Plant B,35508,39428,422,368,0.56
PKG004,16-06-2024,Plant B,47371,49584,455,438,0.53
PKG001,17-06-2024,Plant A,37603,39540,422,402,0.61
PKG002,17-06-2024,Plant A,30844,35379,384,342,0.58
PKG003,17-06-2024,Plant A,35984,37232,457,453,0.73
PKG004,17-06-2024,Plant B,38482,40147,472,455,0.68
PKG001,18-06-2024,Plant A,45806,48731,389,333,0.41
PKG002,18-06-2024,Plant B,32913,35578,362,338,0.57
PKG003,18-06-2024,Plant B,24054,28200,380,329,0.7
PKG004,18-06-2024,Plant A,27827,32307,380,350,0.65
PKG001,19-06-2024,Plant B,35304,40823,386,347,0.51
PKG002,19-06-2024,Plant A,47531,55659,471,436,0.47
PKG003,19-06-2024,Plant B,40443,45529,432,387,0.51
PKG004,19-06-2024,Plant A,35161,38531,411,411,0.64
PKG001,20-06-2024,Plant A,50603,51795,474,423,0.49
PKG002,20-06-2024,Plant A,30112,30891,410,381,0.74
PKG003,20-06-2024,Plant A,35515,37789,404,359,0.57
PKG004,20-06-2024,Plant B,31937,33441,393,379,0.68
PKG001,21-06-2024,Plant A,40842,42692,375,370,0.52
PKG002,21-06-2024,Plant B,54822,59560,451,407,0.41
PKG003,21-06-2024,Plant B,37436,38847,383,382,0.59
PKG004,21-06-2024,Plant B,34084,36880,469,461,0.75
PKG001,22-06-2024,Plant B,33866,38612,432,399,0.62
PKG002,22-06-2024,Plant A,27361,31636,462,406,0.77
PKG003,22-06-2024,Plant B,48966,51061,455,417,0.49
PKG004,22-06-2024,Plant A,34081,35482,381,343,0.58
PKG001,23-06-2024,Plant A,31799,34131,362,347,0.61
PKG002,23-06-2024,Plant B,42641,47510,401,388,0.49
PKG003,23-06-2024,Plant A,48687,52530,471,429,0.49
PKG004,23-06-2024,Plant B,29452,33400,387,334,0.6
PKG001,24-06-2024,Plant B,33239,36750,447,392,0.64
PKG002,24-06-2024,Plant B,46837,47433,432,419,0.53
PKG003,24-06-2024,Plant A,40985,43924,423,388,0.53
PKG004,24-06-2024,Plant B,28665,33559,388,330,0.59
PKG001,25-06-2024,Plant A,32138,32521,421,374,0.69
PKG002,25-06-2024,Plant A,35184,38735,480,439,0.68
PKG003,25-06-2024,Plant A,29669,33171,407,387,0.7
PKG004,25-06-2024,Plant A,35625,37153,371,322,0.52
PKG001,26-06-2024,Plant A,29560,31714,409,370,0.7
PKG002,26-06-2024,Plant B,29112,29565,386,340,0.69
PKG003,26-06-2024,Plant A,50365,55659,452,436,0.47
PKG004,26-06-2024,Plant B,33353,39100,431,391,0.6
PKG001,27-06-2024,Plant B,44086,49499,468,462,0.56
PKG002,27-06-2024,Plant B,35179,36000,408,372,0.62
PKG003,27-06-2024,Plant B,25657,29828,367,348,0.7
PKG004,27-06-2024,Plant A,35609,39620,413,383,0.58
PKG001,28-06-2024,Plant B,32897,33920,458,424,0.75
PKG002,28-06-2024,Plant B,37978,44618,425,409,0.55
PKG003,28-06-2024,Plant B,40739,44400,431,407,0.55
PKG004,28-06-2024,Plant B,32366,33940,402,379,0.67
PKG001,29-06-2024,Plant A,38878,39843,434,425,0.64
PKG002,29-06-2024,Plant B,26947,30821,387,375,0.73
PKG003,29-06-2024,Plant A,35132,40526,386,385,0.57
PKG004,29-06-2024,Plant A,33312,36342,433,424,0.7
PKG001,30-06-2024,Plant B,31212,33205,416,404,0.73
PKG002,30-06-2024,Plant A,27622,28684,365,349,0.73
PKG003,30-06-2024,Plant B,28260,31499,409,357,0.68
PKG004,30-06-2024,Plant B,26359,29230,438,380,0.78
PKG001,01-07-2024,Plant B,30158,31076,412,404,0.78
PKG002,01-07-2024,Plant B,38244,42870,478,443,0.62
PKG003,01-07-2024,Plant B,30997,34222,367,308,0.54
PKG004,01-07-2024,Plant A,29174,33645,468,443,0.79
PKG001,02-07-2024,Plant A,28644,30000,420,380,0.76
PKG002,02-07-2024,Plant A,30468,34542,438,403,0.7
PKG003,02-07-2024,Plant A,37573,43868,477,446,0.61
PKG004,02-07-2024,Plant A,52641,56326,470,460,0.49
PKG001,03-07-2024,Plant B,49785,56790,414,407,0.43
PKG002,03-07-2024,Plant B,57043,60782,475,466,0.46
PKG003,03-07-2024,Plant A,42717,45125,415,361,0.48
PKG004,03-07-2024,Plant B,36972,40200,404,402,0.6
PKG001,04-07-2024,Plant A,49542,51818,385,380,0.44
PKG002,04-07-2024,Plant A,47229,51882,450,441,0.51
PKG003,04-07-2024,Plant A,32748,36900,389,369,0.6
PKG004,04-07-2024,Plant A,48526,49375,435,395,0.48
PKG001,05-07-2024,Plant A,44210,48652,421,373,0.46
PKG002,05-07-2024,Plant A,46098,50150,471,443,0.53
PKG003,05-07-2024,Plant B,35590,39454,478,434,0.66
PKG004,05-07-2024,Plant B,45167,45957,410,360,0.47
PKG001,06-07-2024,Plant B,31697,35343,379,377,0.64
PKG002,06-07-2024,Plant A,28079,31275,423,417,0.8
PKG003,06-07-2024,Plant A,27049,27873,393,367,0.79
PKG004,06-07-2024,Plant B,29232,32900,387,329,0.6
PKG001,07-07-2024,Plant A,48742,51200,428,384,0.45
PKG002,07-07-2024,Plant A,29748,32228,396,376,0.7
PKG003,07-07-2024,Plant B,24371,27440,401,343,0.75
PKG004,07-07-2024,Plant B,30097,35357,386,330,0.56
PKG001,08-07-2024,Plant A,45226,45749,456,427,0.56
PKG002,08-07-2024,Plant A,35096,37107,404,402,0.65
PKG003,08-07-2024,Plant B,43595,46851,382,367,0.47
PKG004,08-07-2024,Plant A,47064,55142,413,386,0.42
PKG001,09-07-2024,Plant B,25824,30230,396,393,0.78
PKG002,09-07-2024,Plant A,47998,55714,407,390,0.42
PKG003,09-07-2024,Plant A,28910,32605,415,413,0.76
PKG004,09-07-2024,Plant B,28863,32695,422,376,0.69
PKG001,10-07-2024,Plant B,29065,31627,363,311,0.59
PKG002,10-07-2024,Plant A,41151,47142,441,440,0.56
PKG003,10-07-2024,Plant A,37748,41723,471,452,0.65
PKG004,10-07-2024,Plant B,43803,47441,367,340,0.43
PKG001,11-07-2024,Plant A,51152,53872,467,422,0.47
PKG002,11-07-2024,Plant A,37138,38264,365,338,0.53
PKG003,11-07-2024,Plant A,29905,34218,394,365,0.64
PKG004,11-07-2024,Plant A,54535,59000,451,413,0.42
PKG001,12-07-2024,Plant B,51607,55116,443,395,0.43
PKG002,12-07-2024,Plant A,50132,51346,468,445,0.52
PKG003,12-07-2024,Plant A,46277,49434,419,379,0.46
PKG004,12-07-2024,Plant A,47959,55956,432,429,0.46
PKG001,13-07-2024,Plant A,31659,33041,407,402,0.73
PKG002,13-07-2024,Plant B,41797,44081,372,360,0.49
PKG003,13-07-2024,Plant B,29834,34583,432,415,0.72
PKG004,13-07-2024,Plant B,37431,42470,411,361,0.51
PKG001,14-07-2024,Plant B,27780,32156,400,343,0.64
PKG002,14-07-2024,Plant A,32787,36422,468,431,0.71
PKG003,14-07-2024,Plant B,47565,50250,402,402,0.48
PKG004,14-07-2024,Plant B,42318,46883,385,336,0.43
PKG001,15-07-2024,Plant B,37353,37890,468,461,0.73
PKG002,15-07-2024,Plant A,42537,44300,460,443,0.6
PKG003,15-07-2024,Plant A,39164,42827,454,414,0.58
PKG004,15-07-2024,Plant B,30773,34985,453,414,0.71
PKG001,16-07-2024,Plant B,32630,36857,399,344,0.56
PKG002,16-07-2024,Plant A,34922,38307,430,415,0.65
PKG003,16-07-2024,Plant A,42563,46851,396,367,0.47
PKG004,16-07-2024,Plant A,51701,56181,449,412,0.44
PKG001,17-07-2024,Plant A,33717,37578,398,357,0.57
PKG002,17-07-2024,Plant A,36986,37702,465,465,0.74
PKG003,17-07-2024,Plant B,38413,40653,361,332,0.49
PKG004,17-07-2024,Plant A,24573,24835,360,327,0.79
PKG001,18-07-2024,Plant B,38013,44377,406,392,0.53
PKG002,18-07-2024,Plant B,39530,46315,480,440,0.57
PKG003,18-07-2024,Plant A,32826,34985,432,414,0.71
PKG004,18-07-2024,Plant B,28777,29461,417,383,0.78
PKG001,19-07-2024,Plant B,42024,48837,385,350,0.43
PKG002,19-07-2024,Plant B,27796,28153,424,366,0.78
PKG003,19-07-2024,Plant B,28445,31702,425,391,0.74
PKG004,19-07-2024,Plant A,36724,41100,466,411,0.6
PKG001,20-07-2024,Plant B,32467,35294,408,400,0.68
PKG002,20-07-2024,Plant A,32002,34931,442,425,0.73
PKG003,20-07-2024,Plant B,27380,31822,449,419,0.79
PKG004,20-07-2024,Plant A,57503,58400,444,438,0.45
PKG001,21-07-2024,Plant B,44470,45283,429,400,0.53
PKG002,21-07-2024,Plant B,47216,49615,480,430,0.52
PKG003,21-07-2024,Plant A,24816,28405,394,374,0.79
PKG004,21-07-2024,Plant B,40586,41300,462,413,0.6
PKG001,22-07-2024,Plant A,32153,36000,479,462,0.77
PKG002,22-07-2024,Plant B,37460,38000,414,399,0.63
PKG003,22-07-2024,Plant A,49073,54235,464,461,0.51
PKG004,22-07-2024,Plant A,42654,44262,480,450,0.61
PKG001,23-07-2024,Plant A,31011,32166,401,386,0.72
PKG002,23-07-2024,Plant B,45591,48480,431,404,0.5
PKG003,23-07-2024,Plant B,42420,43153,417,374,0.52
PKG004,23-07-2024,Plant B,47279,49222,444,443,0.54
PKG001,24-07-2024,Plant B,47106,53176,461,452,0.51
PKG002,24-07-2024,Plant A,44076,48214,453,450,0.56
PKG003,24-07-2024,Plant B,33342,36805,434,411,0.67
PKG004,24-07-2024,Plant A,25941,30000,415,390,0.78
PKG001,25-07-2024,Plant B,41582,47058,455,400,0.51
PKG002,25-07-2024,Plant A,31743,36347,450,418,0.69
PKG003,25-07-2024,Plant A,38236,43358,395,383,0.53
PKG004,25-07-2024,Plant A,32660,34800,399,377,0.65
PKG001,26-07-2024,Plant A,26932,29027,385,358,0.74
PKG002,26-07-2024,Plant B,39353,42222,416,380,0.54
PKG003,26-07-2024,Plant B,36661,37200,402,372,0.6
PKG004,26-07-2024,Plant A,35469,36380,425,382,0.63
PKG001,27-07-2024,Plant A,54334,59162,458,424,0.43
PKG002,27-07-2024,Plant A,29421,33405,454,412,0.74
PKG003,27-07-2024,Plant B,27766,28521,379,328,0.69
PKG004,27-07-2024,Plant A,32157,34250,437,411,0.72
PKG001,28-07-2024,Plant B,27096,28538,431,371,0.78
PKG002,28-07-2024,Plant A,28678,31232,381,380,0.73
PKG003,28-07-2024,Plant A,29051,32684,453,414,0.76
PKG004,28-07-2024,Plant A,30481,34754,366,307,0.53
PKG001,29-07-2024,Plant A,50332,52650,376,351,0.4
PKG002,29-07-2024,Plant B,41055,41545,473,457,0.66
PKG003,29-07-2024,Plant B,38659,41482,411,401,0.58
PKG004,29-07-2024,Plant B,24760,27225,366,363,0.8
PKG001,30-07-2024,Plant A,31688,34750,441,417,0.72
PKG002,30-07-2024,Plant A,42293,45214,441,422,0.56
PKG003,30-07-2024,Plant A,42246,42905,403,379,0.53
PKG004,30-07-2024,Plant B,32700,33666,451,404,0.72
PKG001,31-07-2024,Plant A,42239,46444,449,418,0.54
PKG002,31-07-2024,Plant B,26474,30454,364,335,0.66
PKG003,31-07-2024,Plant A,28810,29194,367,326,0.67
PKG004,31-07-2024,Plant B,39580,40034,434,387,0.58
PKG001,01-08-2024,Plant B,30717,36000,403,396,0.66
PKG002,01-08-2024,Plant B,31395,35062,422,374,0.64
PKG003,01-08-2024,Plant B,47089,49384,435,428,0.52
PKG004,01-08-2024,Plant A,30328,32909,372,362,0.66
PKG001,02-08-2024,Plant B,63449,67902,473,464,0.41
PKG002,02-08-2024,Plant B,28120,31043,381,357,0.69
PKG003,02-08-2024,Plant A,26657,28320,391,354,0.75
PKG004,02-08-2024,Plant A,36475,39054,379,358,0.55
PKG001,03-08-2024,Plant B,30403,33600,406,392,0.7
PKG002,03-08-2024,Plant B,27532,29228,398,341,0.7
PKG003,03-08-2024,Plant A,36631,39263,398,373,0.57
PKG004,03-08-2024,Plant A,30599,32625,435,435,0.8
PKG001,04-08-2024,Plant B,47164,51673,480,422,0.49
PKG002,04-08-2024,Plant A,40259,46961,427,407,0.52
PKG003,04-08-2024,Plant B,29559,30970,366,351,0.68
PKG004,04-08-2024,Plant A,58545,63000,463,462,0.44
PKG001,05-08-2024,Plant A,41678,46040,419,376,0.49
PKG002,05-08-2024,Plant B,26858,28583,364,343,0.72
PKG003,05-08-2024,Plant A,25320,29153,406,379,0.78
PKG004,05-08-2024,Plant B,55105,56297,443,441,0.47
PKG001,06-08-2024,Plant A,30434,34400,472,430,0.75
PKG002,06-08-2024,Plant B,33861,34695,448,399,0.69
PKG003,06-08-2024,Plant A,26596,27464,373,325,0.71
PKG004,06-08-2024,Plant A,28470,32794,409,399,0.73
PKG001,07-08-2024,Plant A,42334,49263,477,468,0.57
PKG002,07-08-2024,Plant A,34794,37764,474,428,0.68
PKG003,07-08-2024,Plant B,45521,47750,406,382,0.48
PKG004,07-08-2024,Plant B,26078,29000,407,377,0.78
PKG001,08-08-2024,Plant A,28818,29294,385,332,0.68
PKG002,08-08-2024,Plant B,33475,37809,438,397,0.63
PKG003,08-08-2024,Plant A,56962,59441,445,426,0.43
PKG004,08-08-2024,Plant A,22932,26918,380,332,0.74
PKG001,09-08-2024,Plant A,33621,38718,436,413,0.64
PKG002,09-08-2024,Plant B,27151,29766,394,382,0.77
PKG003,09-08-2024,Plant A,39796,43363,373,318,0.44
PKG004,09-08-2024,Plant A,37848,43473,425,413,0.57
PKG001,10-08-2024,Plant B,47289,54136,407,397,0.44
PKG002,10-08-2024,Plant B,31903,32914,432,384,0.7
PKG003,10-08-2024,Plant B,29406,32846,435,427,0.78
PKG004,10-08-2024,Plant B,56392,60714,480,425,0.42
PKG001,11-08-2024,Plant A,42613,45375,392,363,0.48
PKG002,11-08-2024,Plant B,31514,32949,373,324,0.59
PKG003,11-08-2024,Plant A,51430,55024,432,376,0.41
PKG004,11-08-2024,Plant B,46118,48510,405,380,0.47
PKG001,12-08-2024,Plant A,44168,45764,442,389,0.51
PKG002,12-08-2024,Plant B,56486,61950,443,413,0.4
